,year,state_code,state_name,municipal_code,municipal_name,asset_affected,crime_type,crime_subtype,modality,january,feburary,march,april,may,june,july,august,september,october,november,december,geo-id,population,total_crime
27929,2017,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,2,1,1,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,47,18634,8.0
27934,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
27936,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47,18634,4.0
27939,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
27941,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,2,1,1,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,47,18634,16.0
27942,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,2.0
27945,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47,18634,2.0
27946,2018,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
27962,2018,14,Jalisco,14048,Jesús María,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,47,18634,2.0
27970,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo a casa habitación,Sin violencia,2,0,0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,47,18634,9.0
27971,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,18634,4.0
27972,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,4,0,1,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,47,18634,14.0
27974,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,1,0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,47,18634,6.0
27979,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo a transportista,Con violencia,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,2.0
27982,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
27994,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,47,18634,3.0
27996,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de ganado,Sin violencia,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,47,18634,6.0
28003,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Otros robos,Con violencia,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28004,2018,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Otros robos,Sin violencia,4,1,1,2.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,3.0,47,18634,23.0
28005,2018,14,Jalisco,14048,Jesús María,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,47,18634,7.0
28006,2018,14,Jalisco,14048,Jesús María,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47,18634,5.0
28007,2018,14,Jalisco,14048,Jesús María,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28008,2018,14,Jalisco,14048,Jesús María,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,3,1,2.0,4.0,2.0,4.0,6.0,4.0,7.0,5.0,6.0,47,18634,44.0
28009,2018,14,Jalisco,14048,Jesús María,El patrimonio,Despojo,Despojo,Despojo,1,1,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,47,18634,6.0
28011,2018,14,Jalisco,14048,Jesús María,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,47,18634,8.0
28015,2018,14,Jalisco,14048,Jesús María,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47,18634,1.0
28019,2018,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,2,1,0.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,47,18634,19.0
28020,2018,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,2.0
28025,2018,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47,18634,2.0
28027,2018,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,1,0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,47,18634,8.0
28028,2019,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47,18634,3.0
28030,2019,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,18634,2.0
28034,2019,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,18634,3.0
28037,2019,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47,18634,2.0
28039,2019,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,4,2,2,2.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,47,18634,21.0
28043,2019,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47,18634,2.0
28060,2019,14,Jalisco,14048,Jesús María,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,47,18634,3.0
28068,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28069,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,18634,3.0
28070,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,0,2,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,47,18634,10.0
28072,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,18634,2.0
28076,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28092,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo a negocio,Sin violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28094,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de ganado,Sin violencia,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,47,18634,5.0
28102,2019,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Otros robos,Sin violencia,2,0,0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,47,18634,15.0
28103,2019,14,Jalisco,14048,Jesús María,El patrimonio,Fraude,Fraude,Fraude,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,47,18634,4.0
28104,2019,14,Jalisco,14048,Jesús María,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47,18634,1.0
28106,2019,14,Jalisco,14048,Jesús María,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,4,5,7.0,8.0,5.0,3.0,1.0,0.0,2.0,4.0,5.0,47,18634,44.0
28107,2019,14,Jalisco,14048,Jesús María,El patrimonio,Despojo,Despojo,Despojo,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,47,18634,4.0
28109,2019,14,Jalisco,14048,Jesús María,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,47,18634,8.0
28117,2019,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,2,0,2,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,47,18634,13.0
28125,2019,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,1,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,47,18634,8.0
28132,2020,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28137,2020,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,6.0
28141,2020,14,Jalisco,14048,Jesús María,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,2.0
28157,2020,14,Jalisco,14048,Jesús María,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28158,2020,14,Jalisco,14048,Jesús María,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28168,2020,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,3.0
28170,2020,14,Jalisco,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28202,2020,14,Jalisco,14048,Jesús María,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28204,2020,14,Jalisco,14048,Jesús María,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,5.0
28205,2020,14,Jalisco,14048,Jesús María,El patrimonio,Despojo,Despojo,Despojo,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28207,2020,14,Jalisco,14048,Jesús María,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,4.0
28210,2020,14,Jalisco,14048,Jesús María,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28215,2020,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,4.0
28219,2020,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28223,2020,14,Jalisco,14048,Jesús María,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,18634,1.0
28264,2015,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,1.0
28298,2015,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,1.0
28301,2015,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28313,2015,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48,9545,2.0
28324,2016,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,9545,1.0
28337,2016,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,48,9545,4.0
28343,2016,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,1.0
28363,2016,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28396,2016,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48,9545,2.0
28415,2016,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28417,2016,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28419,2016,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28422,2017,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48,9545,1.0
28431,2017,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48,9545,1.0
28460,2017,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo a casa habitación,Sin violencia,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,9545,1.0
28461,2017,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,2.0
28494,2017,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Otros robos,Sin violencia,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,2.0
28499,2017,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Despojo,Despojo,Despojo,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,2.0
28509,2017,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28517,2017,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,9545,1.0
28518,2018,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48,9545,3.0
28529,2018,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,9545,2.0
28550,2018,14,Jalisco,14049,Jilotlán de los Dolores,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28559,2018,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,3.0
28560,2018,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48,9545,2.0
28592,2018,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Otros robos,Sin violencia,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28593,2018,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Fraude,Fraude,Fraude,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,1.0
28594,2018,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,9545,1.0
28616,2019,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,3.0
28632,2019,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48,9545,1.0
28657,2019,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28694,2019,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,2.0
28713,2019,14,Jalisco,14049,Jilotlán de los Dolores,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48,9545,2.0
28725,2020,14,Jalisco,14049,Jilotlán de los Dolores,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28746,2020,14,Jalisco,14049,Jilotlán de los Dolores,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28788,2020,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Robo,Otros robos,Sin violencia,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,4.0
28789,2020,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Fraude,Fraude,Fraude,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,2.0
28793,2020,14,Jalisco,14049,Jilotlán de los Dolores,El patrimonio,Despojo,Despojo,Despojo,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28795,2020,14,Jalisco,14049,Jilotlán de los Dolores,La familia,Violencia familiar,Violencia familiar,Violencia familiar,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,9545,1.0
28813,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,42164,2.0
28814,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,42164,1.0
28815,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,42164,1.0
28818,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,49,42164,3.0
28821,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,49,42164,4.0
28822,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,42164,2.0
28823,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,2,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49,42164,8.0
28827,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,49,42164,8.0
28833,2015,14,Jalisco,14050,Jocotepec,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49,42164,1.0
28843,2015,14,Jalisco,14050,Jocotepec,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,42164,1.0
28844,2015,14,Jalisco,14050,Jocotepec,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,1,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,49,42164,7.0
28847,2015,14,Jalisco,14050,Jocotepec,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,49,42164,3.0
28851,2015,14,Jalisco,14050,Jocotepec,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49,42164,1.0
28852,2015,14,Jalisco,14050,Jocotepec,El patrimonio,Robo,Robo a casa habitación,Sin violencia,8,3,5,4.0,2.0,1.0,2.0,5.0,1.0,5.0,1.0,4.0,49,42164,41.0
28853,2015,14,Jalisco,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49,42164,2.0
28854,2015,14,Jalisco,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,49,42164,8.0
28856,2015,14,Jalisco,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,49,42164,4.0
